world,query_group,query,title,year,authors,doi,url,pdf_url,has_extracted_text,google_scholar_title_url,google_scholar_query_url,manual_pdf_url,manual_status,notes
labor_market,classical_terms,matching markets strategy proof deferred acceptance,Technical report: ethical and policy issues in genetic testing and screening of children,2013,Laine Friedman Ross; Howard M. Saal; Karen L. David; Rebecca Rae Anderson,10.1038/gim.2012.176,https://doi.org/10.1038/gim.2012.176,http://www.gimjournal.org/article/S1098360021042465/pdf,False,https://scholar.google.com/scholar?q=Technical+report%3A+ethical+and+policy+issues+in+genetic+testing+and+screening+of+children,https://scholar.google.com/scholar?q=matching+markets+strategy+proof+deferred+acceptance,,,
labor_market,learning_terms,strategic behavior learning agents matching market,"A review on genetic algorithm: past, present, and future",2020,Sourabh Katoch; Sumit Singh Chauhan; Vijay Kumar,10.1007/s11042-020-10139-6,https://doi.org/10.1007/s11042-020-10139-6,https://link.springer.com/content/pdf/10.1007/s11042-020-10139-6.pdf,False,https://scholar.google.com/scholar?q=A+review+on+genetic+algorithm%3A+past%2C+present%2C+and+future,https://scholar.google.com/scholar?q=strategic+behavior+learning+agents+matching+market,,,
labor_market,classical_terms,Deferred Acceptance Algorithms History Theory Practice Open Questions Roth,The Elite Illusion: Achievement Effects at Boston and New York Exam Schools,2011,Atila Abdulkadiroğlu; Joshua D. Angrist; Parag A. Pathak,10.3386/w17264,http://doi.org/10.3386/w17264,https://doi.org/10.3386/w17264,True,https://scholar.google.com/scholar?q=The+Elite+Illusion%3A+Achievement+Effects+at+Boston+and+New+York+Exam+Schools,https://scholar.google.com/scholar?q=Deferred+Acceptance+Algorithms+History+Theory+Practice+Open+Questions+Roth,,,
labor_market,learning_terms,multi agent learning matching markets,"Antibiotic resistance threats in the United States, 2019",2019,,10.15620/cdc:82532,https://doi.org/10.15620/cdc:82532,https://stacks.cdc.gov/view/cdc/82532/cdc_82532_DS1.pdf,False,https://scholar.google.com/scholar?q=Antibiotic+resistance+threats+in+the+United+States%2C+2019,https://scholar.google.com/scholar?q=multi+agent+learning+matching+markets,,,
labor_market,learning_terms,strategic behavior learning agents matching market,Digital Innovation Management: Reinventing Innovation Management Research in a Digital World,2017,Satish Nambisan; Kalle Lyytinen; Ann Majchrzak; Michael Song,10.25300/misq/2017/41:1.03,https://doi.org/10.25300/misq/2017/41:1.03,https://doi.org/10.25300/misq/2017/41:1.03,False,https://scholar.google.com/scholar?q=Digital+Innovation+Management%3A+Reinventing+Innovation+Management+Research+in+a+Digital+World,https://scholar.google.com/scholar?q=strategic+behavior+learning+agents+matching+market,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,Algorithmic Pricing and Algorithmic Collusion,2025,M. Bichler; Julius Durmann; Matthias Oberlechner,10.1007/s12599-025-00965-z,https://www.semanticscholar.org/paper/1a14b6c1a2434f6d3ae887a4fba9299967461355,https://link.springer.com/content/pdf/10.1007/s12599-025-00965-z.pdf,True,https://scholar.google.com/scholar?q=Algorithmic+Pricing+and+Algorithmic+Collusion,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,Calvano algorithmic pricing Q learning,Exploring Competitive and Collusive Behaviors in Algorithmic Pricing with Deep Reinforcement Learning,2025,Shidi Deng; Maximilian Schiffer; M. Bichler,,https://www.semanticscholar.org/paper/e71da342ce0af78c7f1f3794561b98dc48789f42,,False,https://scholar.google.com/scholar?q=Exploring+Competitive+and+Collusive+Behaviors+in+Algorithmic+Pricing+with+Deep+Reinforcement+Learning,https://scholar.google.com/scholar?q=Calvano+algorithmic+pricing+Q+learning,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,Online Optimization Algorithms in Repeated Price Competition: Equilibrium Learning and Algorithmic Collusion,2024,M. Bichler; Julius Durmann; Matthias Oberlechner,10.48550/arXiv.2412.15707,https://www.semanticscholar.org/paper/7027320eb60b3cfc8472753f2a8b57a161cf2b5e,,False,https://scholar.google.com/scholar?q=Online+Optimization+Algorithms+in+Repeated+Price+Competition%3A+Equilibrium+Learning+and+Algorithmic+Collusion,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,Algorithmic Collusion in Dynamic Pricing with Deep Reinforcement Learning,2024,Shidi Deng; Maximilian Schiffer; M. Bichler,,https://www.semanticscholar.org/paper/4b271d4ab0ee1bc06daf59e6884f184d8dc0ab16,,False,https://scholar.google.com/scholar?q=Algorithmic+Collusion+in+Dynamic+Pricing+with+Deep+Reinforcement+Learning,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,"Artificial Intelligence, Algorithmic Pricing, and Collusion",2020,Emilio Calvano; Giacomo Calzolari; Vincenzo Denicolò; Sergio Pastorello,10.1257/aer.20190623,https://doi.org/10.1257/aer.20190623,https://art.torvergata.it/bitstream/2108/303883/1/aer.20190623.pdf,True,https://scholar.google.com/scholar?q=Artificial+Intelligence%2C+Algorithmic+Pricing%2C+and+Collusion,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,Algorithmic Collusion is Algorithm Orchestration,2025,Cesare Carissimo; Fryderyk Falniowski; Siavash Rahimi; H. Nax,10.48550/arXiv.2508.14766,https://www.semanticscholar.org/paper/09b13991136e5b09632d555a5e1cf3c4e27394ad,,False,https://scholar.google.com/scholar?q=Algorithmic+Collusion+is+Algorithm+Orchestration,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,Calvano algorithmic pricing Q learning,Artificial Collusion: Examining Supracompetitive Pricing by Q-Learning Algorithms,2026,Arnoud V den Boer; J. Meylahn; M. Schinkel,10.2139/ssrn.4213600,https://www.semanticscholar.org/paper/f4660571c917f6b45c237ed223af8614b8f5a429,https://research.utwente.nl/files/289647191/2022_XBoerMeylahnSchinkel_SSRN_id4213600.pdf,False,https://scholar.google.com/scholar?q=Artificial+Collusion%3A+Examining+Supracompetitive+Pricing+by+Q-Learning+Algorithms,https://scholar.google.com/scholar?q=Calvano+algorithmic+pricing+Q+learning,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,Algorithmic Collusion And The Minimum Price Markov Game,2024,Igor Sadoune; Marcelin Joanis; Andrea Lodi,10.48550/arXiv.2407.03521,https://www.semanticscholar.org/paper/144131b13fc6b9d8e7aa59d39911f36b57ca0f3e,,False,https://scholar.google.com/scholar?q=Algorithmic+Collusion+And+The+Minimum+Price+Markov+Game,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,classical_terms,Calvano algorithmic pricing Q learning,Autonomous algorithmic collusion: Q‐learning under sequential pricing,2021,Timo Klein,10.1111/1756-2171.12383,https://www.semanticscholar.org/paper/05f77c3969803d3aaadc70a43bcdb2875259d2cf,https://doi.org/10.1111/1756-2171.12383,False,https://scholar.google.com/scholar?q=Autonomous+algorithmic+collusion%3A+Q%E2%80%90learning+under+sequential+pricing,https://scholar.google.com/scholar?q=Calvano+algorithmic+pricing+Q+learning,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,Protecting consumers from collusive prices due to AI,2020,Emilio Calvano; G. Calzolari; V. Denicoló; J. Harrington; S. Pastorello,10.1126/science.abe3796,https://www.semanticscholar.org/paper/62ff4c1e6fe8362e7f8ac98b5ba6a264f241154e,https://cadmus.eui.eu/bitstream/1814/69109/1/CALZOLARI_ET_AL_2020.pdf,False,https://scholar.google.com/scholar?q=Protecting+consumers+from+collusive+prices+due+to+AI,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,AI Algorithmic Pricing for Online Platforms: A Literature Review,2025,Lixun Song; Changhao Chen; Federick Lin,10.54254/2754-1169/2025.bj24935,https://www.semanticscholar.org/paper/8fc144574e213fa2065523fec4497a33ae581c12,https://www.ewadirect.com/proceedings/aemps/article/view/24935/pdf,True,https://scholar.google.com/scholar?q=AI+Algorithmic+Pricing+for+Online+Platforms%3A+A+Literature+Review,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,Algorithmic Collusion by Large Language Models,2024,Sara Fish; Yannai A. Gonczarowski; Ran I. Shorrer,10.48550/arXiv.2404.00806,https://www.semanticscholar.org/paper/3313aa8050715e89ce99a5aca05076ebc5232f99,,False,https://scholar.google.com/scholar?q=Algorithmic+Collusion+by+Large+Language+Models,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,Regulation of Algorithmic Collusion,2024,Jason D. Hartline; Sheng Long; Chenhao Zhang,10.1145/3614407.3643706,https://www.semanticscholar.org/paper/ce7cec276104e402f64263ae1009b9d2d3e19f28,https://dl.acm.org/doi/pdf/10.1145/3614407.3643706,False,https://scholar.google.com/scholar?q=Regulation+of+Algorithmic+Collusion,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,"Regulation of Algorithmic Collusion, Refined: Testing Pessimistic Calibrated Regret",2025,Jason D. Hartline; Chang Wang; Chenhao Zhang,10.1145/3709025.3712217,https://www.semanticscholar.org/paper/4ccb04716eb8369fa1d61e05e5df6c3e20507a2c,https://doi.org/10.1145/3709025.3712217,False,https://scholar.google.com/scholar?q=Regulation+of+Algorithmic+Collusion%2C+Refined%3A+Testing+Pessimistic+Calibrated+Regret,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,"Governing Algorithmic Collusive Pricing Strategies in Repeated Bertrand Games: A Comparative Analysis of Q-Learning, Sarsa, and Deep Q-Network Agents",2026,Ekanaka Hasudungan Pratama; E. D. Madyatmadja; Hendry Hartono,10.1109/ICECCO67619.2026.11488816,https://www.semanticscholar.org/paper/ad8a3798a4ed59c7c7f13d56776260c7f346adce,,False,https://scholar.google.com/scholar?q=Governing+Algorithmic+Collusive+Pricing+Strategies+in+Repeated+Bertrand+Games%3A+A+Comparative+Analysis+of+Q-Learning%2C+Sarsa%2C+and+Deep+Q-Network+Agents,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,Algorithmic Collusion: Comparative Legal Analysis of Regulation in Russia and Abroad,2024,M. Girich; A. Levashenko,10.17323/1996-7845-2024-03-08,https://www.semanticscholar.org/paper/cf66180de49c4eaa102dccca7827dd0ffb66b4a6,https://iorj.hse.ru/data/2025/08/15/1926019368/8 Girich_Levashenko 138-158 1.pdf,False,https://scholar.google.com/scholar?q=Algorithmic+Collusion%3A+Comparative+Legal+Analysis+of+Regulation+in+Russia+and+Abroad,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,learning_terms,deep reinforcement learning pricing competition collusion,The Price of Algorithmic Pricing: Investigating Collusion in a Market Simulation with AI Agents,2023,Michael Schlechtinger; Damaris Kosack; Heiko Paulheim; T. Fetzer; Franziska Krause,10.5555/3545946.3599065,https://www.semanticscholar.org/paper/d77aa3fb7f50b48b8e7e26fdca18d99821c86f94,,False,https://scholar.google.com/scholar?q=The+Price+of+Algorithmic+Pricing%3A+Investigating+Collusion+in+a+Market+Simulation+with+AI+Agents,https://scholar.google.com/scholar?q=deep+reinforcement+learning+pricing+competition+collusion,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,Algorithmic Pricing What Implications for Competition Policy?,2019,Emilio Calvano; G. Calzolari; V. Denicoló; S. Pastorello,10.1007/s11151-019-09689-3,https://www.semanticscholar.org/paper/587393c7866bc26acb17a380ff776077b7f98362,https://art.torvergata.it/bitstream/2108/303885/1/RIO%20editorial%20algo%20pricing%20.pdf,True,https://scholar.google.com/scholar?q=Algorithmic+Pricing+What+Implications+for+Competition+Policy%3F,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,Tacit algorithmic collusion in deep reinforcement learning guided price competition: A study using EV charge pricing game,2024,Diwas Paudel; Tapas K. Das,,https://www.semanticscholar.org/paper/a062b329f668b371bfcb089674b01b47cf15bbfd,,False,https://scholar.google.com/scholar?q=Tacit+algorithmic+collusion+in+deep+reinforcement+learning+guided+price+competition%3A+A+study+using+EV+charge+pricing+game,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Artificial Intelligence Algorithmic Pricing and Collusion Calvano,Convergence to collusion in algorithmic pricing,2026,K. Frick,,https://www.semanticscholar.org/paper/2e60c709af55ef33bac1f2fabcab1fa43e9fea00,,False,https://scholar.google.com/scholar?q=Convergence+to+collusion+in+algorithmic+pricing,https://scholar.google.com/scholar?q=Artificial+Intelligence+Algorithmic+Pricing+and+Collusion+Calvano,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,Delegate Pricing Decisions to an Algorithm? Experimental Evidence,2025,Hans-Theo Normann; Nina Ruli'e; Olaf Stypa; Tobias Werner,10.48550/arXiv.2510.27636,https://www.semanticscholar.org/paper/afc85107573295532acc6a01fadb22f739c8abb0,,False,https://scholar.google.com/scholar?q=Delegate+Pricing+Decisions+to+an+Algorithm%3F+Experimental+Evidence,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,Calvano algorithmic pricing Q learning,How Market Volatility Shapes Algorithmic Collusion: A Comparative Analysis of Learning-Based Pricing Algorithms,2025,Aheer Sravon; Md. Ibrahim; Devdyuti Mazumder; R. Aziz,10.48550/arXiv.2512.02134,https://www.semanticscholar.org/paper/6e707694f81984aa296d10c66863b311ac6c8ae7,,False,https://scholar.google.com/scholar?q=How+Market+Volatility+Shapes+Algorithmic+Collusion%3A+A+Comparative+Analysis+of+Learning-Based+Pricing+Algorithms,https://scholar.google.com/scholar?q=Calvano+algorithmic+pricing+Q+learning,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,Oligopoly Pricing: Old Ideas and New Tools,1999,Xavier Vives,,https://ideas.repec.org/b/mtp/titles/026272040x.html,,False,https://scholar.google.com/scholar?q=Oligopoly+Pricing%3A+Old+Ideas+and+New+Tools,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
pricing_arena,classical_terms,algorithmic collusion price caps regulation,"Antitrust Regulation in the Age of Algorithmic Collusion: Risks, Challenges, and Mitigation Strategies",2025,Shibo Zhao; Xin Luo,10.62051/ijsspa.v7n3.02,https://www.semanticscholar.org/paper/4bfde81e5d9776c849c5b2cb3d40f4bec0f06272,https://doi.org/10.62051/ijsspa.v7n3.02,False,https://scholar.google.com/scholar?q=Antitrust+Regulation+in+the+Age+of+Algorithmic+Collusion%3A+Risks%2C+Challenges%2C+and+Mitigation+Strategies,https://scholar.google.com/scholar?q=algorithmic+collusion+price+caps+regulation,,,
pricing_arena,classical_terms,Bertrand competition repeated pricing collusion,The Theory of Industrial Organization,1988,Jean Tirole,,https://ideas.repec.org/b/mtp/titles/0262200716.html,,False,https://scholar.google.com/scholar?q=The+Theory+of+Industrial+Organization,https://scholar.google.com/scholar?q=Bertrand+competition+repeated+pricing+collusion,,,
public_goods,classical_terms,Cooperation and Punishment in Public Goods Experiments Fehr Gachter,The evolution of antisocial punishment in optional public goods games,2011,David G. Rand; Martin A. Nowak,10.1038/ncomms1442,https://doi.org/10.1038/ncomms1442,https://www.nature.com/articles/ncomms1442.pdf,True,https://scholar.google.com/scholar?q=The+evolution+of+antisocial+punishment+in+optional+public+goods+games,https://scholar.google.com/scholar?q=Cooperation+and+Punishment+in+Public+Goods+Experiments+Fehr+Gachter,,,
public_goods,learning_terms,multi agent reinforcement learning public goods game,When and Why Incentives (Don't) Work to Modify Behavior,2011,Uri Gneezy; Stephan Meier; Pedro Rey‐Biel,10.1257/jep.25.4.191,https://doi.org/10.1257/jep.25.4.191,https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.25.4.191,False,https://scholar.google.com/scholar?q=When+and+Why+Incentives+%28Don%27t%29+Work+to+Modify+Behavior,https://scholar.google.com/scholar?q=multi+agent+reinforcement+learning+public+goods+game,,,
public_goods,classical_terms,Cooperation and Punishment in Public Goods Experiments Fehr Gachter,THE EFFECT OF REWARDS AND SANCTIONS IN PROVISION OF PUBLIC GOODS,2007,Martín Sefton; Robert Shupp; James M. Walker,10.1111/j.1465-7295.2007.00051.x,https://doi.org/10.1111/j.1465-7295.2007.00051.x,http://econfac.bsu.edu/research/workingpapers/bsuecwp200504sefton.pdf,True,https://scholar.google.com/scholar?q=THE+EFFECT+OF+REWARDS+AND+SANCTIONS+IN+PROVISION+OF+PUBLIC+GOODS,https://scholar.google.com/scholar?q=Cooperation+and+Punishment+in+Public+Goods+Experiments+Fehr+Gachter,,,
public_goods,classical_terms,public goods game free rider equilibrium punishment,Why Does Ethnic Diversity Undermine Public Goods Provision?,2007,James Habyarimana; Macartan Humphreys; Daniel Posner; Jeremy M. Weinstein,10.1017/s0003055407070499,https://doi.org/10.1017/s0003055407070499,https://escholarship.org/content/qt2km4r4dn/qt2km4r4dn.pdf?t=lnq4dm,True,https://scholar.google.com/scholar?q=Why+Does+Ethnic+Diversity+Undermine+Public+Goods+Provision%3F,https://scholar.google.com/scholar?q=public+goods+game+free+rider+equilibrium+punishment,,,
public_goods,classical_terms,public goods game free rider equilibrium punishment,“Economic man” in cross-cultural perspective: Behavioral experiments in 15 small-scale societies,2005,Joseph Henrich; Robert Boyd; Samuel Bowles; Colin F. Camerer; Ernst Fehr; Herbert Gintis; Richard McElreath; Michael Alvard; Abigail Barr; Jean Ensminger; Natalie Henrich; Kim Hill; Francisco Gil-White; Michael Gurven; Frank W. Marlowe; John Q. Patton; David P. Tracer,10.1017/s0140525x05000142,https://doi.org/10.1017/s0140525x05000142,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6EFFD9263D9A5F2FE5DE9DE8FBBA4988/S0140525X05000142a.pdf/div-class-title-economic-man-in-cross-cultural-perspective-behavioral-experiments-in-15-small-scale-societies-div.pdf,False,https://scholar.google.com/scholar?q=%E2%80%9CEconomic+man%E2%80%9D+in+cross-cultural+perspective%3A+Behavioral+experiments+in+15+small-scale+societies,https://scholar.google.com/scholar?q=public+goods+game+free+rider+equilibrium+punishment,,,
public_goods,classical_terms,The voluntary provision of public goods Isaac Walker Williams,Self-governance and forest resources,1999,Элинор Остром,10.17528/cifor/000536,https://doi.org/10.17528/cifor/000536,https://www.cifor.org/publications/pdf_files/OccPapers/OP-20.pdf,False,https://scholar.google.com/scholar?q=Self-governance+and+forest+resources,https://scholar.google.com/scholar?q=The+voluntary+provision+of+public+goods+Isaac+Walker+Williams,,,
public_goods,classical_terms,The voluntary provision of public goods Isaac Walker Williams,Conditional Cooperation and Voluntary Contributions to Public Goods,2000,Claudia Keser; Frans van Winden,10.1111/1467-9442.00182,https://doi.org/10.1111/1467-9442.00182,,False,https://scholar.google.com/scholar?q=Conditional+Cooperation+and+Voluntary+Contributions+to+Public+Goods,https://scholar.google.com/scholar?q=The+voluntary+provision+of+public+goods+Isaac+Walker+Williams,,,
public_goods,learning_terms,multi agent reinforcement learning public goods game,Bounds on Multiprocessing Timing Anomalies,1969,Ron Graham,10.1137/0117039,https://doi.org/10.1137/0117039,,False,https://scholar.google.com/scholar?q=Bounds+on+Multiprocessing+Timing+Anomalies,https://scholar.google.com/scholar?q=multi+agent+reinforcement+learning+public+goods+game,,,
public_goods,learning_terms,multi agent reinforcement learning tragedy of the commons,"Cooperation and Contagion in Web-Based, Networked Public Goods Experiments",2011,Siddharth Suri; Duncan J. Watts,10.1371/journal.pone.0016836,https://doi.org/10.1371/journal.pone.0016836,,False,https://scholar.google.com/scholar?q=Cooperation+and+Contagion+in+Web-Based%2C+Networked+Public+Goods+Experiments,https://scholar.google.com/scholar?q=multi+agent+reinforcement+learning+tragedy+of+the+commons,,,
public_goods,learning_terms,reinforcement learning common pool resource sustainability,"A Survey on Knowledge Graphs: Representation, Acquisition, and Applications",2021,Shaoxiong Ji; Shirui Pan; Erik Cambria; Pekka Marttinen; Philip S. Yu,10.1109/tnnls.2021.3070843,https://doi.org/10.1109/tnnls.2021.3070843,https://arxiv.org/pdf/2002.00388,True,https://scholar.google.com/scholar?q=A+Survey+on+Knowledge+Graphs%3A+Representation%2C+Acquisition%2C+and+Applications,https://scholar.google.com/scholar?q=reinforcement+learning+common+pool+resource+sustainability,,,
public_goods,classical_terms,The voluntary provision of public goods Isaac Walker Williams,Altruistic and Joy‐of‐Giving Motivations in Charitable Behavior,2002,David C. Ribar; Mark Wilhelm,10.1086/338750,https://doi.org/10.1086/338750,http://libres.uncg.edu/ir/uncg/f/D_Ribar_Altruistic_2002.pdf,False,https://scholar.google.com/scholar?q=Altruistic+and+Joy%E2%80%90of%E2%80%90Giving+Motivations+in+Charitable+Behavior,https://scholar.google.com/scholar?q=The+voluntary+provision+of+public+goods+Isaac+Walker+Williams,,,
public_goods,classical_terms,public goods game free rider equilibrium punishment,"Testing Theories of American Politics: Elites, Interest Groups, and Average Citizens",2014,Martin Gilens; Benjamin I. Page,10.1017/s1537592714001595,https://doi.org/10.1017/s1537592714001595,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/62327F513959D0A304D4893B382B992B/S1537592714001595a.pdf/div-class-title-testing-theories-of-american-politics-elites-interest-groups-and-average-citizens-div.pdf,True,https://scholar.google.com/scholar?q=Testing+Theories+of+American+Politics%3A+Elites%2C+Interest+Groups%2C+and+Average+Citizens,https://scholar.google.com/scholar?q=public+goods+game+free+rider+equilibrium+punishment,,,
public_goods,classical_terms,Cooperation and Punishment in Public Goods Experiments Fehr Gachter,The personal norm of reciprocity,2003,Marco Perugini; Marcello Gallucci; Fabio Presaghi; Anna Paola Ercolani,10.1002/per.474,https://doi.org/10.1002/per.474,https://research.vu.nl/en/publications/eeb7d6f7-80ba-40e2-aaae-6b243988441e,False,https://scholar.google.com/scholar?q=The+personal+norm+of+reciprocity,https://scholar.google.com/scholar?q=Cooperation+and+Punishment+in+Public+Goods+Experiments+Fehr+Gachter,,,
public_goods,classical_terms,common pool resource contribution extraction regeneration,TRY – a global database of plant traits,2011,Jens Kattge; Soledad Dı́az; Sandra Lavorel; I. Colin Prentice; Paul Leadley; Gerhard Bönisch; Éric Garnier; Mark Westoby; Peter B. Reich; Ian J. Wright; J. H. C. Cornelissen; Cyrille Violle; Sandy P. Harrison; Peter M. van Bodegom; Markus Reichstein; Brian J. Enquist; Nadejda A. Soudzilovskaia; David D. Ackerly; M. Anand; Owen K. Atkin; Michael Bahn; Timothy R. Baker; Dennis Baldocchi; R.M. Bekker; C. Blanco; Benjamin Blonder; William J. Bond; Ross A. Bradstock; Dan Bunker; Fernando Casanoves; Jeannine Cavender‐Bares; Jeffrey Q. Chambers; F. Stuart Chapin; Jérôme Chave; David A. Coomes; William K. Cornwell; Joseph M. Craine; Barbara Dobrin; Leandro Duarte; Walter Durka; James J. Elser; G. Esser; Marc Estiarte; William F. Fagan; Jinwei Fang; Fernando Fernández‐Méndez; Alessandra Fidélis; Bryan Finegan; Olivier Flores; HENRY FORD; Dorothea Frank; Grégoire T. Freschet; Nikolaos M. Fyllas; Rachael V. Gallagher; W. A. GREEN; Álvaro G. Gutiérrez; Thomas Hickler; Steven I. Higgins; J. G. Hodgson; Amir Jalili; Steven Jansen; Carlos Alfredo Joly; Andrew J. Kerkhoff; Donald W. Kirkup; Kaoru Kitajima; Michael Kleyer; Stefan Klotz; Johannes M. H. Knops; K. Krämer; Ingolf Kühn; H. Kurokawa; Daniel C. Laughlin; Tali D. Lee; Michelle R. Leishman; Frederic Lens; Tanja I. Lenz; Simon L. Lewis; Jon Lloyd; Joan Llusià; Frédérique Louault; Sai Ma; Miguel D. Mahecha; Peter Manning; Tara Joy Massad; Belinda E. Medlyn; J. Messier; Angela T. Moles; Sandra Cristina Müller; Karin Nadrowski; S. NAEEM; Ülo Niinemets; Stephanie Nöllert; Alison Nuske; Romà Ogaya; Jacek Oleksyn; V. G. Onipchenko; Yusuke Onoda; Jenny Ordóñez; Gerhard E. Overbeck; W.A. Ozinga,10.1111/j.1365-2486.2011.02451.x,https://doi.org/10.1111/j.1365-2486.2011.02451.x,https://www.osti.gov/servlets/purl/1625888,True,https://scholar.google.com/scholar?q=TRY+%E2%80%93+a+global+database+of+plant+traits,https://scholar.google.com/scholar?q=common+pool+resource+contribution+extraction+regeneration,,,
public_goods,learning_terms,multi agent reinforcement learning tragedy of the commons,Disgust as an adaptive system for disease avoidance behaviour,2011,Valérie Curtis; Mícheál de Barra; Robert Aunger,10.1098/rstb.2010.0117,https://doi.org/10.1098/rstb.2010.0117,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2010.0117,False,https://scholar.google.com/scholar?q=Disgust+as+an+adaptive+system+for+disease+avoidance+behaviour,https://scholar.google.com/scholar?q=multi+agent+reinforcement+learning+tragedy+of+the+commons,,,
public_goods,classical_terms,common pool resource contribution extraction regeneration,Reporting animal research: Explanation and elaboration for the ARRIVE guidelines 2.0,2020,Nathalie Percie du Sert; Amrita Ahluwalia; Sabina Alam; Marc T. Avey; Monya Baker; William J. Browne; Alejandra Clark; Innes C. Cuthill; Ulrich Dirnagl; Michael Emerson; Paul Garner; Stephen T. Holgate; David W. Howells; Viki Hurst; Natasha A. Karp; Stanley E. Lazic; Katie Lidster; Catriona MacCallum; Malcolm Macleod; Esther J. Pearl; Ole H. Petersen; Frances Rawle; Penny S. Reynolds; Kieron Rooney; Emily S. Sena; Shai D. Silberberg; Thomas Steckler; Hanno Würbel,10.1371/journal.pbio.3000411,https://doi.org/10.1371/journal.pbio.3000411,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.3000411&type=printable,True,https://scholar.google.com/scholar?q=Reporting+animal+research%3A+Explanation+and+elaboration+for+the+ARRIVE+guidelines+2.0,https://scholar.google.com/scholar?q=common+pool+resource+contribution+extraction+regeneration,,,
public_goods,learning_terms,multi agent reinforcement learning public goods game,The Theory and Practice of Online Learning,2008,,10.15215/aupress/9781897425084.01,https://doi.org/10.15215/aupress/9781897425084.01,https://www.aupress.ca/app/uploads/120146_99Z_Anderson_2008-Theory_and_Practice_of_Online_Learning.pdf,True,https://scholar.google.com/scholar?q=The+Theory+and+Practice+of+Online+Learning,https://scholar.google.com/scholar?q=multi+agent+reinforcement+learning+public+goods+game,,,
public_goods,classical_terms,public goods game free rider equilibrium punishment,The Role of the State in Financial Markets,1993,Joseph E. Stiglitz,10.1093/wber/7.suppl_1.19,https://doi.org/10.1093/wber/7.suppl_1.19,https://academic.oup.com/wber/article-pdf/7/suppl_1/19/7494994/wber7-0019.pdf,False,https://scholar.google.com/scholar?q=The+Role+of+the+State+in+Financial+Markets,https://scholar.google.com/scholar?q=public+goods+game+free+rider+equilibrium+punishment,,,
